"","informfully_id","Duration..in.seconds.","informed_consent","pol_int","pol_pos_1","pol_eff_1","pol_eff_2","pol_eff_3","pol_eff_4","pol_eff_5","iss_imp","env_int","nws_app","nws_int","env_new","env_dis","alg_pre_1","alg_pre_2","alg_pre_3","alg_pre_4","alg_pre_5","jou_pre_1","jou_pre_2","jou_pre_3","ata_pos_1","ata_pos_2","ata_pos_3","ata_pos_4","ata_pos_5","ata_pos_6","ata_pos_7","ata_pos_8","ata_pos_9","ata_pos_10","ata_pos_11","ata_pos_12","ata_neg_1","ata_neg_2","ata_neg_3","ata_neg_4","ata_neg_5","ata_neg_6","ata_neg_7","ata_neg_8","div_val_1","div_val_2","div_val_3","div_val_4","div_val_5","div_val_6","div_val_7","inf_ovr_1","inf_ovr_2","inf_ovr_3","inf_ovr_4","inf_ovr_5","inf_ovr_6","top_int_1","top_int_2","top_int_3","top_int_4","top_int_5","top_int_6","top_int_7","top_int_8","top_int_9","top_int_10","top_int_11","top_int_12","top_int_13","experimental_group_w1","personalisation","took_survey_week1","took_survey_week2","pol_eff_1_r","pol_eff","alg_pre","jou_pre","inf_ovr","ata_pos","ata_neg","div_val","experimental_group_w2"
"172","dQZrSh3rNCw268Xwj",881,1,6,6,3,5,3,4,3,6,6,2,7,4,2,5,3,5,4,5,6,2,6,1,4,4,6,5,6,5,2,6,2,5,5,4,5,3,4,3,3,4,4,6,6,6,6,6,6,6,4,3,5,3,5,4,5,6,6,4,6,6,5,6,5,6,6,6,6,4,"thu_edi",1,1,"5",4,4.4,4.66666666666667,4,4.25,3.75,6,4
"173","DRCdYEK8HheCju6Lg",211,1,3,7,5,6,6,6,6,5,3,1,3,4,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,6,6,6,5,5,5,5,5,7,6,5,5,5,6,6,7,6,6,5,5,5,6,1,"wed_exp",1,1,"3",5.4,4.6,5,5.33333333333333,4.75,5,5.28571428571429,1
"174","dw3yFss3apXNYsPcK",682,1,4,5,4,4,3,3,4,5,5,2,1,1,2,5,3,4,3,3,4,2,4,5,3,3,4,3,4,5,3,4,3,3,4,4,5,3,3,3,3,3,4,5,5,5,5,5,5,5,7,6,6,4,7,7,5,3,5,4,5,5,4,5,5,5,5,5,5,1,"wed_edi",1,1,"4",3.6,3.6,3.33333333333333,6.16666666666667,3.66666666666667,3.5,5,2
"175","E3ABNghhhgjuqabB4",743,1,7,7,7,7,7,7,7,7,7,1,7,8,8,3,4,5,1,1,1,4,4,1,3,1,4,4,4,4,1,4,4,4,4,4,2,4,6,2,4,4,2,7,7,7,7,7,7,7,1,1,1,1,1,1,3,7,3,2,7,2,7,7,2,7,7,7,7,4,"thu_imp",1,1,"1",5.8,2.8,3,1,3.16666666666667,3.5,7,1
"176","E4Q2vb8bmot6q97PC",768,1,5,6,5,6,6,5,6,7,6,1,7,3,1,6,5,6,5,5,3,3,5,6,5,5,7,5,6,5,6,6,4,5,5,4,5,3,5,5,2,2,5,6,5,6,6,7,5,6,5,2,6,3,3,3,5,6,6,6,7,6,6,6,5,7,7,6,6,3,"thu_edi",1,1,"3",5.2,5.4,3.66666666666667,3.66666666666667,5.41666666666667,3.875,5.85714285714286,4
"177","e7tfe9JxeC97eKcBj",4108,1,6,3,2,6,6,6,7,6,6,1,5,3,3,4,3,4,3,3,4,4,4,3,6,5,6,6,7,6,4,7,5,5,5,4,5,1,3,2,1,2,5,7,7,7,7,7,7,6,2,1,4,5,2,3,6,6,7,5,6,4,6,6,5,7,7,7,6,2,"thu_imp",1,1,"6",6.2,3.4,4,2.83333333333333,5.41666666666667,2.875,6.85714285714286,1
"178","e93kmApbqCxWKfgTx",417,1,2,2,6,4,2,3,3,6,4,2,5,3,3,4,3,4,4,3,5,3,4,4,3,4,6,4,4,6,4,5,5,4,4,4,4,1,5,2,1,3,3,7,7,7,7,6,7,7,2,3,6,4,3,2,3,7,6,5,4,5,2,3,4,4,6,5,4,3,NA,0,0,"2",2.8,3.6,4,3.33333333333333,4.41666666666667,2.875,6.85714285714286,NA
"179","EAo2ESrn55WoeJiiz",461,1,6,4,5,5,6,6,5,6,6,1,7,3,2,5,5,5,3,2,5,2,3,5,4,3,6,5,5,6,5,6,5,3,3,5,4,5,2,5,5,3,4,6,6,7,7,6,6,6,3,3,5,2,2,6,5,3,6,5,5,5,6,5,6,5,6,6,5,4,"wed_edi",1,1,"3",5,4,3.33333333333333,3.5,4.66666666666667,4.125,6.28571428571429,4
"180","eaTwBSF3ymSdKE9Lb",450,1,6,2,2,6,6,6,7,7,5,2,7,2,2,4,4,3,3,2,4,6,3,6,4,5,5,6,4,5,4,5,4,3,4,6,6,5,3,6,6,5,5,7,6,5,6,5,7,4,6,3,4,2,3,4,2,6,5,5,6,4,7,7,5,5,7,6,5,1,"wed_imp",1,1,"6",6.2,3.2,4.33333333333333,3.66666666666667,4.58333333333333,5.25,5.71428571428571,1
"181","eE8hykLCKcxu5ajn4",268,1,5,7,5,6,4,5,7,6,5,2,3,3,6,7,3,4,5,5,6,5,5,7,4,7,7,5,6,6,5,4,5,5,6,5,5,5,7,5,3,7,1,5,5,6,4,3,4,6,6,6,5,6,6,6,6,6,4,3,2,6,6,7,6,6,6,6,7,3,"wed_edi",1,1,"3",5,4.8,5.33333333333333,5.83333333333333,5.58333333333333,4.75,4.71428571428571,4
"182","eey6L5Q7vR7boYhAE",456,1,7,6,5,6,4,5,6,6,6,2,7,7,4,6,1,3,2,6,2,2,2,3,5,5,5,5,4,6,4,5,4,5,4,5,5,3,4,5,4,5,5,7,7,7,7,7,7,7,5,3,6,5,5,4,5,6,6,4,7,7,7,7,5,6,7,7,7,2,"thu_exp",1,1,"3",4.8,3.6,2,4.66666666666667,4.58333333333333,4.5,7,1
"183","EeZfF9XrueQPLi39x",392,1,5,3,3,4,3,3,3,7,7,2,1,4,1,5,5,5,5,4,4,3,5,5,5,5,5,5,5,7,5,5,5,5,5,4,5,4,3,5,2,4,4,6,6,6,6,6,6,6,3,3,3,3,2,2,5,4,2,6,5,4,4,6,6,6,4,5,6,4,"thu_imp",0,0,"5",3.6,4.8,4,2.66666666666667,5.16666666666667,3.875,6,1
"184","efpGxECiypQ4fSHrK",520,1,5,5,3,5,5,5,5,6,6,1,7,6,4,6,5,6,5,5,5,3,5,5,6,6,7,6,6,7,5,6,5,6,5,3,2,1,3,2,1,2,2,5,5,6,5,5,5,5,2,2,5,3,2,3,5,7,6,5,7,5,6,6,5,7,7,6,6,4,"wed_edi",1,1,"5",5,5.4,4.33333333333333,2.83333333333333,5.83333333333333,2,5.14285714285714,4
