"","informfully_id","Duration..in.seconds.","informed_consent","pol_int","pol_pos_1","pol_eff_1","pol_eff_2","pol_eff_3","pol_eff_4","pol_eff_5","iss_imp","env_int","nws_app","nws_int","env_new","env_dis","alg_pre_1","alg_pre_2","alg_pre_3","alg_pre_4","alg_pre_5","jou_pre_1","jou_pre_2","jou_pre_3","ata_pos_1","ata_pos_2","ata_pos_3","ata_pos_4","ata_pos_5","ata_pos_6","ata_pos_7","ata_pos_8","ata_pos_9","ata_pos_10","ata_pos_11","ata_pos_12","ata_neg_1","ata_neg_2","ata_neg_3","ata_neg_4","ata_neg_5","ata_neg_6","ata_neg_7","ata_neg_8","div_val_1","div_val_2","div_val_3","div_val_4","div_val_5","div_val_6","div_val_7","inf_ovr_1","inf_ovr_2","inf_ovr_3","inf_ovr_4","inf_ovr_5","inf_ovr_6","top_int_1","top_int_2","top_int_3","top_int_4","top_int_5","top_int_6","top_int_7","top_int_8","top_int_9","top_int_10","top_int_11","top_int_12","top_int_13","experimental_group_w1","personalisation","took_survey_week1","took_survey_week2","pol_eff_1_r","pol_eff","alg_pre","jou_pre","inf_ovr","ata_pos","ata_neg","div_val","experimental_group_w2"
"46","678fXYEYWrp82vAKu",403,1,6,4,3,5,5,6,5,6,6,1,7,5,6,5,5,5,3,3,5,5,5,2,5,5,7,7,5,5,4,6,5,5,5,5,4,2,5,5,2,2,3,6,5,5,5,5,5,5,3,2,3,5,2,3,6,7,6,5,6,7,5,5,6,6,6,6,5,4,NA,0,0,"5",5.2,4.2,5,3,5.08333333333333,3.5,5.14285714285714,NA
"47","6bi45YbZFe3vaztwn",354,1,6,4,2,6,5,6,6,7,6,1,7,3,3,1,1,1,1,1,5,4,5,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,7,5,6,7,5,5,1,5,5,5,5,1,1,1,1,1,1,6,6,5,5,5,4,6,5,5,6,6,6,5,4,"wed_imp",0,0,"6",5.8,1,4.66666666666667,1,4.66666666666667,5.375,4.42857142857143,1
"48","6ebwJP493zhr7kC25",1026,1,4,5,6,3,2,4,3,6,5,1,5,1,1,4,5,4,3,6,5,4,5,4,4,4,7,7,5,6,4,6,6,5,6,4,3,2,3,2,1,3,1,7,7,7,6,6,6,6,3,3,4,3,3,4,5,6,6,5,7,7,4,6,5,7,7,7,5,4,"thu_imp",1,1,"2",2.8,4.4,4.66666666666667,3.33333333333333,5.33333333333333,2.375,6.42857142857143,1
"49","6ELLcd4gDE2i2kej3",976,1,5,6,2,6,6,3,5,5,5,1,7,3,3,3,6,5,2,2,6,3,5,5,6,4,6,6,5,7,3,6,5,5,5,5,3,2,2,5,2,2,6,6,6,6,7,7,7,7,3,5,6,6,5,3,7,6,5,4,5,3,5,5,5,6,7,6,5,4,"thu_exp",1,1,"6",5.2,3.6,4.66666666666667,4.66666666666667,5.25,3.375,6.57142857142857,1
"50","6eRSusFjhNdQTkkiW",759,1,6,3,5,6,5,5,6,7,6,1,7,2,2,3,2,3,2,3,3,2,3,5,5,5,6,6,4,6,3,7,5,5,6,3,5,2,1,3,2,3,3,6,6,7,6,5,6,6,6,2,6,7,6,6,6,5,5,2,5,6,7,5,3,3,7,6,5,2,"wed_imp",1,1,"3",5,2.6,2.66666666666667,5.5,5.25,2.75,6,1
"51","6j6E3G697CYqhYzLa",950,1,6,4,2,5,3,2,5,7,7,2,6,2,2,2,2,2,2,3,6,2,6,3,7,5,7,7,7,7,2,7,2,2,2,1,2,1,2,1,1,2,6,7,6,4,7,7,6,6,1,1,2,1,2,1,1,6,5,7,7,1,6,7,6,7,7,7,7,2,"wed_imp",1,1,"6",4.2,2.2,4.66666666666667,1.33333333333333,4.83333333333333,2,6.14285714285714,1
"52","6jPSkFpoJXrCBXuC7",986,1,2,2,2,5,2,6,5,7,6,2,2,1,1,6,6,2,5,6,1,1,3,2,4,5,6,1,5,1,5,5,6,2,1,7,6,7,7,7,7,6,6,6,7,6,6,6,7,6,2,2,2,2,2,2,2,6,5,1,7,6,1,3,1,5,5,5,6,1,"wed_edi",1,1,"6",4.8,5,1.66666666666667,2,3.58333333333333,6.625,6.28571428571429,2
"53","6pMRbZweZknHuccQy",461,1,4,5,5,6,4,6,5,6,6,2,7,4,2,5,6,6,3,4,6,6,6,4,6,6,6,6,4,5,3,6,4,4,4,4,3,4,4,4,2,4,4,6,6,6,6,6,6,4,6,5,5,4,6,4,6,6,6,3,5,5,3,3,4,4,5,3,5,2,"thu_edi",1,1,"3",4.8,4.8,6,5,4.83333333333333,3.625,5.71428571428571,1
"54","6pWZS4tyCurn5QEJv",414,1,5,5,5,5,3,4,5,6,5,1,7,8,1,1,2,2,1,2,5,2,5,4,3,4,2,2,1,4,1,5,2,1,1,4,5,4,5,7,5,5,7,5,6,6,6,6,6,5,3,3,4,3,3,4,5,7,3,7,5,3,5,5,7,4,7,3,6,1,"thu_exp",1,1,"3",4,1.6,4,3.33333333333333,2.5,5.25,5.71428571428571,1
"55","6sphEoiWppdrBk5pE",465,1,6,3,1,6,5,7,7,6,6,1,7,5,3,6,4,4,1,4,1,1,4,4,5,4,5,5,4,5,1,4,4,4,1,4,4,2,1,6,4,4,2,6,5,6,6,6,5,6,2,1,1,2,1,1,7,5,5,1,7,4,6,4,5,5,7,6,5,1,"fri_edi",1,1,"7",6.4,3.8,2,1.33333333333333,3.83333333333333,3.375,5.71428571428571,2
"56","6vAExHjJ9Rgs4Z3nX",590,1,2,4,6,3,1,1,1,6,5,2,2,1,1,5,3,5,2,2,3,2,3,6,5,3,7,6,4,6,6,7,5,5,6,4,2,3,4,3,2,5,6,6,5,7,7,6,7,5,3,5,3,3,4,2,5,5,6,1,4,3,2,6,2,7,5,5,2,4,"thu_edi",1,1,"2",1.6,3.4,2.66666666666667,3.33333333333333,5.5,3.625,6.14285714285714,4
"57","72qmFSTpbDLQ9qpjo",431,1,2,7,2,4,3,4,5,2,1,2,1,1,2,1,2,1,1,1,1,1,2,3,4,3,5,1,3,3,4,4,5,1,1,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,4,2,5,6,1,6,4,2,4,1,4,5,3,1,4,"thu_imp",1,1,"6",4.4,1.2,1.33333333333333,5.16666666666667,3.08333333333333,5.75,6,1
"58","76eFE6GwTXKXPKiGw",3014,1,4,5,6,4,2,4,3,6,5,2,3,2,6,5,6,4,3,5,3,3,5,3,5,4,6,6,5,5,4,6,5,6,4,4,4,4,4,4,4,4,4,6,6,4,6,4,4,6,7,5,5,6,5,5,5,6,5,1,5,5,2,5,2,5,5,5,5,3,"wed_edi",0,0,"2",3,4.6,3.66666666666667,5.5,4.91666666666667,4,5.14285714285714,4
"59","76ZCRvGPMtCAxv98G",280,1,6,6,2,7,6,6,6,1,1,2,7,3,1,4,3,4,6,3,6,2,5,1,2,1,2,1,1,2,2,4,2,2,1,4,5,6,3,5,3,6,5,6,6,6,6,7,7,6,1,1,2,2,2,1,6,5,6,6,3,3,6,4,6,5,6,6,2,3,"wed_exp",1,1,"6",6.2,4,4.33333333333333,1.5,1.75,4.625,6.28571428571429,1
"60","7ajdvrGhf52fSJzSZ",412,1,5,3,5,5,3,5,5,7,7,1,6,2,3,3,1,1,2,2,1,2,1,2,5,4,7,5,6,6,5,6,5,3,1,5,3,5,3,5,5,3,3,7,6,7,7,5,7,6,6,5,5,5,5,5,2,6,5,1,7,3,6,7,1,7,6,6,6,2,"thu_imp",1,1,"3",4.2,1.8,1.33333333333333,5.16666666666667,4.58333333333333,4,6.42857142857143,1
"61","7dKF9pypJTT9QfYQ6",315,1,6,4,2,7,2,2,7,6,5,1,7,4,4,5,6,7,4,7,1,1,1,7,5,2,7,7,7,7,2,6,4,5,6,5,4,3,4,4,4,4,5,7,7,7,7,7,7,7,1,1,1,1,1,1,3,7,7,1,5,7,6,6,1,5,7,7,5,2,"wed_exp",1,1,"6",4.8,5.8,1,1,5.41666666666667,4.125,7,1
"62","7hby3Ljca5hBxbJny",434,1,7,1,3,6,5,7,6,7,7,1,7,2,3,3,2,5,2,2,2,1,2,4,4,3,4,5,5,5,4,5,3,5,1,5,5,5,2,5,3,4,2,6,5,5,7,6,7,5,2,1,2,2,2,2,2,5,2,1,5,1,7,4,1,2,6,6,7,4,"thu_imp",1,1,"5",5.8,2.8,1.66666666666667,1.83333333333333,4,3.875,5.85714285714286,1
"63","7qSyRBzubM5ppyjCK",249,1,7,5,5,7,6,6,6,7,6,1,7,7,6,6,3,6,3,3,6,4,5,5,7,4,6,7,7,6,6,6,6,7,7,4,4,3,2,4,2,2,2,7,6,5,7,6,6,7,5,1,7,5,6,2,6,4,4,4,4,5,6,6,5,7,7,6,6,4,NA,0,0,"3",5.6,4.2,5,4.33333333333333,6.16666666666667,2.875,6.28571428571429,NA
"64","7yy9yuLTaZvRPv4r2",435,1,7,7,1,7,6,7,7,2,2,1,7,1,1,2,2,2,2,2,6,6,6,2,2,2,4,2,2,2,2,2,2,4,2,2,6,6,6,6,6,6,6,7,6,5,5,5,5,5,2,2,2,2,2,2,7,6,5,1,5,6,7,2,1,2,7,6,1,4,"wed_exp",1,0,"7",6.8,2,6,2,2.33333333333333,5.5,5.42857142857143,1
"65","7z9xpKwwmN6wrNAA3",688,1,6,8,1,7,7,6,7,7,7,1,7,8,1,1,1,1,1,1,1,1,1,1,3,1,7,3,4,7,3,6,4,4,3,5,3,3,4,2,5,3,6,7,7,7,7,7,7,7,2,2,2,2,2,2,6,6,4,1,6,3,7,7,4,7,6,6,6,1,"thu_imp",1,1,"7",6.8,1,1,2,3.83333333333333,3.875,7,1
"66","899ypWet8PJ47F2Yg",9294,1,6,5,2,5,2,3,2,7,7,2,7,5,4,2,6,2,4,6,3,3,5,4,5,5,6,6,6,6,3,6,6,5,4,3,4,4,2,3,3,4,6,6,6,6,7,6,4,5,2,1,3,2,2,2,5,6,6,6,5,5,5,5,6,5,6,6,6,1,"thu_edi",1,1,"6",3.6,4,3.66666666666667,2,5.16666666666667,3.625,5.71428571428571,2
"67","8cGqvKaMeYqhWDDPo",471,1,6,4,2,5,2,2,5,7,7,1,7,6,3,6,5,6,5,2,6,3,6,6,6,5,7,5,6,6,5,6,5,6,6,2,4,2,2,6,5,5,4,7,7,7,6,6,6,7,2,2,2,2,2,2,6,6,6,7,7,6,6,6,7,6,6,6,7,2,"thu_imp",1,1,"6",4,4.8,5,2,5.75,3.75,6.57142857142857,1
"68","8JRPbA9rRRoevNiRK",983,1,5,5,5,5,4,5,4,6,6,2,3,4,2,3,3,3,2,2,2,1,2,4,4,4,5,5,4,5,4,5,4,4,5,4,4,5,3,4,5,4,5,7,6,7,7,7,7,5,4,2,2,4,3,4,5,5,5,1,5,3,5,4,1,5,6,5,6,2,"wed_exp",1,1,"3",4.2,2.6,1.66666666666667,3.16666666666667,4.41666666666667,4.25,6.57142857142857,1
"69","8pmKEpKbziz8DytSs",667,1,6,6,5,5,4,6,5,6,6,2,2,3,3,5,5,4,5,5,5,5,5,5,4,4,5,4,5,5,3,5,2,4,2,5,5,4,5,4,5,5,6,6,6,6,6,6,6,6,5,5,5,5,4,5,5,5,6,5,6,6,5,6,5,6,6,6,6,2,"thu_exp",1,0,"3",4.6,4.8,5,4.83333333333333,4,4.875,6,1
"70","8Q5QnZ4GJEcLHnNiz",299,1,7,7,1,7,6,5,7,6,7,1,7,6,5,5,7,5,5,5,3,4,5,1,7,3,7,5,3,7,6,7,7,6,1,4,5,2,7,7,2,7,7,5,6,7,4,6,6,5,6,5,3,6,5,7,6,6,3,6,6,5,6,6,7,6,7,7,6,1,"thu_edi",1,0,"7",6.4,5.4,4,5.33333333333333,5,5.125,5.57142857142857,2
"71","8QxQdWBbaiJMQuzoo",3206,1,5,5,5,5,2,2,4,7,6,1,5,3,4,4,4,5,4,4,1,1,4,1,4,2,4,2,1,2,1,4,4,2,1,4,4,4,5,4,5,5,5,6,7,7,7,7,4,6,4,2,4,3,4,2,4,7,6,6,6,6,5,3,6,6,7,6,7,2,"wed_imp",0,0,"3",3.2,4.2,2,3.16666666666667,2.33333333333333,4.5,6.28571428571429,1
"72","8SfQLxokMWSWr2rQq",489,1,7,6,5,6,5,5,6,6,5,2,7,6,4,5,2,3,3,2,5,3,3,5,4,5,7,6,6,7,6,6,6,6,6,4,3,5,4,5,5,6,4,6,5,6,5,5,2,6,5,3,7,6,4,5,7,5,5,3,5,5,7,5,4,6,7,5,5,3,"thu_imp",1,1,"3",5,3,3.66666666666667,5,5.83333333333333,4.5,5,1
"73","8sGfmhoyrkCvc9Qjk",473,1,6,7,2,6,3,6,5,6,7,1,7,4,2,6,3,6,3,4,3,2,3,5,5,4,5,5,4,5,3,5,4,3,5,5,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,4,5,4,5,4,6,6,5,7,7,6,6,6,7,7,6,6,7,1,"thu_exp",0,0,"6",5.2,4.4,2.66666666666667,4.5,4.41666666666667,4.875,5.14285714285714,1
"74","8u9a3A8fA3HGAbtmo",229,1,4,5,1,7,7,7,1,7,7,1,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,3,"wed_exp",1,1,"7",5.8,7,7,6.5,7,7,7,1
"75","8xiZikhK9hg2qQetX",442,1,6,6,2,6,5,6,5,7,6,1,7,4,3,3,4,4,5,3,3,2,3,3,6,6,7,6,7,7,3,7,4,6,6,4,2,1,2,2,1,3,2,6,6,5,6,4,6,3,5,3,6,5,5,5,6,5,4,2,6,6,6,6,5,7,6,6,6,3,"thu_edi",1,0,"6",5.6,3.8,2.66666666666667,4.83333333333333,5.66666666666667,2.125,5.14285714285714,4
"76","9bHhqEzAHaZzqvjcm",250,1,7,6,2,7,4,6,6,7,6,1,7,8,7,6,3,4,4,6,4,4,4,1,2,1,1,1,2,1,2,2,3,1,1,4,4,6,6,7,5,4,4,6,6,6,6,6,6,6,2,1,1,2,2,2,6,7,6,7,6,6,7,5,6,5,6,6,7,3,"wed_imp",0,0,"6",5.8,4.6,4,1.66666666666667,1.5,5,6,1
"77","9BKDmdzLsxJEyXpar",2398,1,6,7,1,6,4,5,6,4,3,2,7,3,1,1,1,1,1,1,1,1,1,7,4,4,4,3,4,4,1,4,4,4,4,4,5,5,2,4,2,4,4,7,7,7,7,7,7,7,1,1,4,1,2,1,5,6,3,1,5,3,6,5,2,3,6,7,2,1,"thu_imp",0,0,"7",5.6,1,1,1.66666666666667,3.91666666666667,3.75,7,1
"78","9FQ4SKNcn3xF8cZPt",395,1,6,1,3,6,3,6,4,7,6,2,4,3,2,1,1,1,1,1,2,3,4,2,4,6,6,6,6,6,3,6,5,5,6,6,5,2,1,6,6,3,6,7,7,6,7,5,7,5,6,4,6,5,7,6,3,5,6,2,7,5,7,7,3,6,5,5,7,2,"thu_imp",0,0,"5",4.8,1,3,5.66666666666667,5.08333333333333,4.375,6.28571428571429,1
"79","9iED9h69xrLdf7Npd",455,1,7,4,1,7,7,7,7,6,5,2,7,8,4,1,7,1,1,6,1,1,1,1,6,3,4,4,5,5,6,6,7,6,1,4,3,5,5,5,5,6,5,7,7,6,7,7,7,7,2,2,7,4,5,5,6,6,6,6,7,6,6,7,7,7,7,7,7,2,"thu_edi",1,1,"7",7,3.2,1,4.16666666666667,4.5,4.75,6.85714285714286,1
"80","9kiYdTzAJRjecwjk6",1038,1,3,3,2,5,3,4,5,6,7,2,3,3,3,5,5,4,5,5,6,3,5,4,5,5,6,6,5,4,5,5,5,5,4,5,5,5,6,4,5,5,2,5,6,5,5,5,5,5,6,6,5,4,6,5,3,2,5,7,4,4,4,6,5,5,4,5,4,1,"thu_edi",1,1,"6",4.6,4.8,4.66666666666667,5.33333333333333,4.91666666666667,4.625,5.14285714285714,2
"81","9oC8GYSD6RmTQHzcC",493,1,6,2,3,6,6,6,6,7,6,1,7,6,4,5,5,5,4,4,5,4,5,3,5,3,5,4,5,5,2,5,4,4,5,6,6,6,5,6,5,5,5,6,6,5,5,5,6,5,6,5,6,5,5,5,4,3,5,2,4,6,4,5,4,5,5,5,6,1,"thu_imp",1,1,"5",5.8,4.6,4.66666666666667,5.33333333333333,4.16666666666667,5.5,5.42857142857143,1
"82","9oSHQBHzBkNBPkfE7",873,1,6,8,6,5,1,2,5,6,6,1,7,8,3,6,6,6,2,6,5,5,6,4,6,6,6,6,6,6,6,6,6,6,4,3,3,2,3,2,2,4,5,6,6,6,6,6,6,6,4,2,2,2,5,2,1,3,6,6,7,7,6,6,6,7,7,6,7,1,"wed_imp",1,1,"2",3,5.2,5.33333333333333,2.83333333333333,5.66666666666667,3,6,1
"83","9Q8LMiHebaqiYsE6S",698,1,4,5,5,4,4,4,3,7,7,2,3,5,1,6,4,5,3,4,4,3,4,4,4,3,5,4,5,5,2,5,3,4,3,4,4,4,4,4,3,4,5,6,6,6,5,5,6,5,5,4,5,4,5,4,5,6,5,3,6,3,3,4,3,3,4,4,4,3,"thu_imp",0,0,"3",3.6,4.4,3.66666666666667,4.5,3.91666666666667,4,5.57142857142857,1
"84","9QuKb43pcc6miCRQo",287,1,6,3,3,7,4,2,5,6,6,1,7,3,2,5,3,7,7,1,5,2,4,5,7,7,7,7,7,6,2,6,4,5,5,5,3,1,1,2,1,3,2,7,7,7,7,6,7,7,6,1,5,5,1,2,3,7,7,1,6,7,6,6,1,5,7,6,6,3,"thu_imp",1,1,"5",4.6,4.6,3.66666666666667,3.33333333333333,5.66666666666667,2.25,6.85714285714286,1
"85","9Se3uZp8MPMDx37He",1112,1,5,4,3,6,4,6,6,7,7,1,5,4,2,5,2,4,4,2,6,4,2,4,4,6,7,3,5,6,2,6,2,5,6,4,4,3,4,5,3,2,5,7,7,7,7,7,7,7,5,4,6,2,3,5,4,5,3,3,6,6,5,6,4,5,6,5,6,3,"thu_imp",1,0,"5",5.4,3.4,4,4.16666666666667,4.66666666666667,3.75,7,1
"86","9u3279kki8QEScLhW",431,1,5,2,7,5,6,7,5,5,5,2,5,3,2,2,2,2,4,4,1,1,1,6,2,7,5,7,7,7,3,7,5,7,7,6,5,2,1,7,1,4,2,6,6,7,6,6,6,2,5,3,4,4,6,5,3,4,3,1,5,3,5,6,1,6,6,5,4,2,"thu_exp",1,1,"1",4.8,2.8,1,4.5,5.83333333333333,3.5,5.57142857142857,1
"87","9v8GJzaYo9AGiNTRF",612,1,6,7,1,5,4,5,7,6,6,1,5,2,1,6,6,6,6,6,3,3,3,7,6,5,7,5,5,6,7,6,7,6,6,5,2,2,1,3,1,2,3,7,7,7,7,7,7,7,2,2,4,2,2,2,6,6,5,5,6,5,6,5,4,5,6,6,5,2,"thu_imp",1,1,"7",5.6,6,3,2.33333333333333,6.08333333333333,2.375,7,1
"88","9vYcASKY7ZvZwndFu",391,1,2,2,5,3,3,5,3,7,5,2,6,5,3,3,3,5,3,3,2,2,4,5,5,5,5,5,5,6,5,6,5,5,3,5,3,5,3,5,2,3,3,5,5,6,6,5,6,5,6,5,7,6,5,3,2,5,5,1,6,6,3,6,1,6,6,5,7,2,"thu_imp",1,1,"3",3.4,3.4,2.66666666666667,5.33333333333333,5,3.625,5.42857142857143,1
"89","9Womx7t8Z9q8TYFsw",1364,1,5,8,5,5,2,2,4,6,6,2,3,2,2,3,4,4,2,4,2,2,2,5,6,4,6,6,6,6,5,6,5,6,6,2,4,2,2,2,2,2,2,6,6,6,6,6,6,6,2,2,5,2,2,2,6,6,6,1,6,6,6,6,1,6,6,6,6,4,"wed_imp",1,1,"3",3.2,3.4,2,2.5,5.58333333333333,2.25,6,1
"90","a6u68iTEXXXDTmzvg",691,1,5,5,6,2,3,5,3,6,4,2,4,2,3,3,1,2,2,3,2,2,2,4,4,5,6,3,3,4,2,4,2,3,2,2,4,3,6,6,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,5,6,6,4,4,4,4,6,4,5,4,"wed_exp",1,1,"2",3,2.2,2,6,3.5,4.375,6,1
"91","A94q9cu65HXWNMmW6",439,1,6,4,5,5,5,3,5,6,6,1,7,8,5,3,6,3,6,3,3,3,4,7,7,4,7,7,6,7,5,7,5,6,7,2,3,2,3,2,1,2,5,6,6,6,5,6,4,6,2,2,6,2,4,2,6,7,5,6,6,6,6,6,5,6,6,6,6,1,"thu_imp",1,1,"3",4.2,4.2,3.33333333333333,3,6.25,2.5,5.57142857142857,1
"92","AeRAWfsBqL4tYK8eu",9809,1,1,6,7,1,1,1,1,7,6,2,3,1,1,5,4,4,4,6,2,2,2,2,6,5,7,6,6,6,2,6,5,4,6,4,4,5,5,6,5,4,4,6,6,7,6,7,6,5,2,2,2,2,2,4,3,4,6,2,5,5,1,5,2,7,2,2,6,1,"wed_edi",1,1,"1",1,4.6,2,2.33333333333333,5.08333333333333,4.625,6.14285714285714,2
"93","aFLjuZLKSdwCAhZ8q",530,1,4,2,4,2,3,2,3,6,5,2,7,4,1,5,5,4,4,4,3,2,3,5,4,4,6,4,4,5,2,4,4,3,2,4,5,5,2,5,1,2,4,6,6,6,6,6,6,6,2,2,6,2,2,2,2,5,5,2,5,5,5,4,6,2,6,6,5,2,"wed_exp",1,1,"4",2.8,4.4,2.66666666666667,2.66666666666667,3.91666666666667,3.5,6,1
"94","Ag4pnn5Qj3uzQspeW",2185,1,5,7,6,5,2,4,5,6,5,2,7,5,2,6,6,5,3,4,5,3,5,6,7,5,6,5,6,6,4,7,4,6,4,3,4,3,3,3,2,2,4,5,7,5,6,6,7,6,2,1,2,1,1,2,5,7,6,2,7,7,5,6,6,6,7,7,6,3,"wed_edi",1,1,"2",3.6,4.8,4.33333333333333,1.5,5.5,3,6,4
"95","AKbvZTbcCHe2i4coe",537,1,7,2,1,7,6,5,7,6,6,2,7,6,6,1,6,2,1,6,2,1,2,2,6,5,7,6,6,5,5,7,7,5,6,4,2,2,2,2,2,2,2,7,7,7,6,7,7,6,2,2,2,2,2,1,5,5,4,3,6,5,7,6,4,6,7,7,7,1,"thu_imp",1,1,"7",6.4,3.2,1.66666666666667,1.83333333333333,5.58333333333333,2.25,6.71428571428571,1
"96","apRK7Qyr8iTfaapDS",408,1,6,3,2,6,5,5,6,7,7,1,4,3,2,7,3,6,7,3,5,3,5,5,6,4,6,6,6,6,2,6,4,5,3,4,4,3,3,2,3,3,4,7,7,7,7,7,7,7,5,2,5,5,3,2,2,5,7,5,7,7,6,5,6,5,7,6,7,3,NA,0,0,"6",5.6,5.2,4.33333333333333,3.66666666666667,4.91666666666667,3.25,7,NA
"97","ApS8YWr3rLN8pGGnR",1622,1,4,5,5,5,4,4,4,6,5,2,2,2,2,4,3,5,5,2,2,2,3,1,6,4,6,5,6,6,4,7,4,5,7,4,5,4,5,4,4,4,5,7,5,7,5,5,4,2,5,4,5,4,3,4,6,6,6,7,6,5,5,6,7,7,5,7,7,3,"wed_imp",0,0,"3",4,3.8,2.33333333333333,4.16666666666667,5.08333333333333,4.375,5,1
"98","aPyWDu9hwvtWLrZP7",834,1,3,5,2,4,4,3,3,3,3,2,0,1,2,1,1,2,1,1,1,1,1,1,5,1,5,2,6,1,1,4,3,5,1,4,5,5,3,5,4,5,4,7,7,6,7,7,7,7,3,2,3,3,3,3,2,3,3,3,6,6,3,3,3,3,3,3,3,1,"thu_exp",1,1,"6",4,1.2,1,2.83333333333333,2.91666666666667,4.375,6.85714285714286,1
"99","ASGL3mXMAHAh3kHyf",236,1,3,5,6,3,2,3,3,7,7,2,3,3,2,5,3,5,2,3,2,2,3,4,5,5,6,5,5,5,5,5,5,3,5,4,3,3,4,4,3,3,5,7,5,7,7,4,4,6,5,4,5,5,5,5,3,5,5,1,6,6,4,6,1,6,6,5,6,2,"thu_edi",1,1,"2",2.6,3.6,2.33333333333333,4.83333333333333,4.83333333333333,3.625,5.71428571428571,1
"100","ASx5cQ4io9PpRv924",422,1,5,3,6,3,2,5,2,6,3,2,0,1,2,7,3,6,5,3,3,1,4,1,6,4,7,5,4,6,3,7,5,5,7,4,5,5,6,6,7,1,2,7,7,7,7,6,7,6,1,1,7,1,2,1,2,7,2,1,5,5,3,3,1,2,6,6,3,1,"wed_imp",1,1,"2",2.8,4.8,2.66666666666667,2.16666666666667,5,4.5,6.71428571428571,1
"101","av7MJ6TFjEeffj4kb",1863,1,6,3,3,5,5,5,5,6,5,2,7,4,2,5,3,3,3,3,5,5,5,3,5,4,5,3,5,5,3,5,3,5,5,5,4,5,3,5,5,3,5,7,7,7,7,6,6,7,2,1,5,2,3,3,5,6,5,2,5,6,7,6,3,5,6,6,5,1,"thu_edi",1,1,"5",5,3.4,5,2.66666666666667,4.25,4.375,6.71428571428571,2
"102","AvM6h2LXyi8mm2kHZ",26053,1,5,7,5,3,3,5,3,2,2,2,7,1,1,1,2,4,1,4,1,1,2,2,4,2,4,2,2,1,2,2,5,2,2,4,4,5,5,6,2,5,6,6,6,6,6,6,5,6,2,2,2,2,2,2,2,6,5,6,5,3,5,3,6,2,6,6,2,3,"thu_imp",1,1,"3",3.4,2.4,1.33333333333333,2,2.5,4.625,5.85714285714286,1
"103","Awcvjkn3MEgL3X7gh",543552,1,6,4,2,6,6,6,5,6,4,1,5,2,1,1,1,1,1,6,4,2,5,1,5,5,5,1,5,3,2,5,2,2,2,5,5,5,2,5,4,5,5,5,5,5,5,5,7,3,3,3,2,3,1,1,5,2,4,1,6,6,7,4,4,2,6,6,5,3,"thu_edi",0,0,"6",5.8,2,3.66666666666667,2.16666666666667,3.16666666666667,4.5,5,4
"104","aX2oaucgS5GJFu2Rn",1041,1,5,6,2,5,6,4,5,6,5,2,4,3,2,3,4,4,4,4,3,3,3,6,6,6,3,6,6,2,2,6,4,4,6,4,4,4,4,5,5,4,5,5,7,5,4,4,2,3,2,4,2,3,3,5,4,3,4,4,5,2,3,5,5,4,3,4,4,4,"thu_edi",1,1,"6",5.2,3.8,3,3.16666666666667,4.75,4.375,4.28571428571429,4
"105","ayC7AQBsAqqrHcF8k",414,1,6,7,2,6,5,6,5,7,7,1,7,8,6,3,5,5,3,5,3,2,5,7,6,4,6,6,5,6,7,7,3,6,6,5,5,2,2,3,2,3,6,7,6,6,6,6,6,7,2,2,5,5,3,3,6,6,5,3,5,6,6,6,3,6,7,6,7,3,"thu_imp",1,1,"6",5.6,4.2,3.33333333333333,3.33333333333333,5.75,3.5,6.28571428571429,1
"106","AzMR6xpmGx6WSN7Bc",182,1,6,2,6,6,6,4,6,7,6,1,7,6,5,6,5,6,6,4,5,4,6,5,5,5,6,5,6,6,3,5,5,5,5,4,5,3,5,4,5,3,5,7,7,7,6,7,6,6,6,2,6,5,6,5,5,6,6,1,6,6,6,6,1,6,6,6,6,3,"thu_edi",1,1,"2",4.8,5.4,5,5,5.08333333333333,4.25,6.57142857142857,4
"107","B25eR9uxq5Ca98pqm",1378,1,5,7,3,5,3,4,5,6,6,1,5,3,4,5,4,5,5,5,5,6,6,5,7,6,6,6,6,7,7,7,6,6,5,5,5,3,5,4,5,4,6,5,7,6,5,5,4,6,7,3,7,7,3,7,5,6,6,7,7,7,7,5,7,5,7,7,7,3,"wed_imp",0,0,"5",4.4,4.8,5.66666666666667,5.66666666666667,6.16666666666667,4.625,5.42857142857143,1
"108","b5zvHKnfAY2RAJfj2",458,1,3,2,6,4,5,3,4,6,5,2,2,2,1,3,3,3,1,1,4,2,6,4,3,4,5,1,5,2,2,5,2,3,1,6,3,5,2,6,6,3,5,7,7,7,7,7,7,6,6,3,5,5,6,3,1,6,5,1,4,1,3,5,1,4,5,4,5,3,"thu_edi",1,1,"2",3.6,2.2,4,4.66666666666667,3.08333333333333,4.5,6.85714285714286,4
